State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,169,2313,21,20084,NOVOLIN R ,,,,,,,,,126,10,740.34,740.34,0,
FL,,169,2314,21,20084,NOVOLIN N ,,,,,,,,,60,4,349.32,349.32,0,
FL,,169,2317,21,20084,NOVOLIN 70,,,,,,,,,60,2,340.86,53.88,286.98,
FL,,169,3303,12,20084,NOVOLOG   ,,,,,,,,,60,4,680.29,680.29,0,
FL,,169,3473,18,20084,NOVOLIN R ,,,,,,,,,105,7,895.09,895.09,0,
FL,,169,3477,18,20084,NOVOLIN 70,,,,,,,,,150,7,1258.28,1258.28,0,
FL,,169,3685,12,20084,NOVOLOG MI,,,,,,,,,1170.2,61,10985,10985,0,
FL,,169,3687,12,20084,LEVEMIR   ,,,,,,,,,11300,757,98239.44,96972.93,1266.51,
FL,,169,3696,19,20084,NOVOLOG MI,,,,,,,,,675,21,7961.3,7961.3,0,
FL,,169,5173,3,20084,VAGIFEM   ,,,,,,,,,451,44,2203.76,2190.23,13.53,
FL,,169,5173,4,20084,VAGIFEM   ,,,,,,,,,944,68,4509.43,4509.43,0,
FL,,169,5174,1,20084,ACTIVELLA ,,,,,,,,,392,14,639.66,639.66,0,
FL,,169,5174,2,20084,ACTIVELLA ,,,,,,,,,560,18,905.39,905.39,0,
FL,,169,5175,10,20084,ACTIVELLA ,,,,,,,,,84,3,158.76,82.5,76.26,
FL,,169,5175,11,20084,ACTIVELLA ,,,,,,,,,170,6,320.94,295.53,25.41,
FL,,169,6339,10,20084,NOVOLOG   ,,,,,,,,,1260,63,14845.76,14698.45,147.31,
FL,,169,6439,10,20084,LEVEMIR   ,,,,,,,,,12987,710,146042.57,143080.58,2961.99,
FL,,169,7010,1,20084,NOVOSEVEN ,,,,,,,,,53,7,57246.21,57246.21,0,
FL,,169,7020,1,20084,NOVOSEVEN ,,,,,,,,,34,3,70943.49,70943.49,0,
FL,,169,7050,1,20084,NOVOSEVEN ,,,,,,,,,46.8,6,273095.28,273095.28,0,
FL,,169,7060,1,20084,NOVOSEVEN ,,,,,,,,,6.997,4,4766.6,4766.6,0,
FL,,169,7062,1,20084,NOVOSEVEN ,,,,,,,,,19.968,2,100146.06,100146.06,0,
FL,,169,7065,15,20084,GLUCAGEN  ,,,,,,,,,174,174,14900.23,14690.4,209.83,
FL,,169,7501,11,20084,NOVOLOG   ,,,,,,,,,3976.05,250,39631,39529.17,101.83,
FL,,169,7705,11,20084,NORDITROPI,,,,,,,,,12,2,4674.28,4674.28,0,
FL,,172,2083,60,20084,HYDROCHLOR,,,,,,,,,10719,365,1679.6,1679.6,0,
FL,,172,2083,80,20084,HYDROCHLOR,,,,,,,,,335037,11065,49965.77,49934.36,31.41,
FL,,172,2089,60,20084,HYDROCHLOR,,,,,,,,,1835,66,328.52,328.52,0,
FL,,172,2089,80,20084,HYDROCHLOR,,,,,,,,,16172,514,2593.3,2581.7,11.6,
FL,,172,2130,60,20084,NITROFURAN,,,,,,,,,2,1,5.89,5.89,0,
FL,,172,2131,60,20084,NITROFURAN,,,,,,,,,713,32,951.21,951.21,0,
FL,,172,2407,60,20084,TETRACYCLI,,,,,,,,,9844.406,276,1750.75,1747.12,3.63,
FL,,172,2407,80,20084,TETRACYCLI,,,,,,,,,16322,452,2870.92,2870.92,0,
FL,,172,2416,60,20084,TETRACYCLI,,,,,,,,,5148,115,631.74,630.12,1.62,
FL,,172,2416,80,20084,TETRACYCLI,,,,,,,,,8592,202,1085.82,1070.3,15.52,
FL,,172,2907,60,20084,FUROSEMIDE,,,,,,,,,1328,34,176.68,176.68,0,
FL,,172,2907,80,20084,FUROSEMIDE,,,,,,,,,101328,2543,13310.89,13294.95,15.94,
FL,,172,2908,60,20084,FUROSEMIDE,,,,,,,,,120,2,10.76,10.76,0,
FL,,172,2908,80,20084,FUROSEMIDE,,,,,,,,,64418,1821,9006.12,8954.84,51.28,
FL,,172,2911,70,20084,HYDROXYZIN,,,,,,,,,60,2,12.82,12.82,0,
FL,,172,2929,60,20084,CYPROHEPTA,,,,,,,,,47564,951,7909.41,7841.01,68.4,
FL,,172,2929,80,20084,CYPROHEPTA,,,,,,,,,12768,240,2069.75,2062.68,7.07,
FL,,172,2931,60,20084,METHYLDOPA,,,,,,,,,17240,259,2979.03,2971.45,7.58,
FL,,172,2931,80,20084,METHYLDOPA,,,,,,,,,780,5,113.21,113.21,0,
FL,,172,2932,60,20084,METHYLDOPA,,,,,,,,,10261,142,2550.94,2533.36,17.58,
FL,,172,2932,70,20084,METHYLDOPA,,,,,,,,,420,5,110.54,110.54,0,
FL,,172,2950,60,20084,TRIAMTEREN,,,,,,,,,430,15,199.56,199.56,0,
FL,,172,2950,80,20084,TRIAMTEREN,,,,,,,,,240,8,111.1,111.1,0,
FL,,172,2971,60,20084,METRONIDAZ,,,,,,,,,210,5,31.94,31.94,0,
FL,,172,2984,48,20084,DOXYCYCLIN,,,,,,,,,827,32,209.23,205.23,4,
FL,,172,2985,48,20084,DOXYCYCLIN,,,,,,,,,2387,98,644.05,644.05,0,
FL,,172,2985,70,20084,DOXYCYCLIN,,,,,,,,,6137,232,1527.81,1525.25,2.56,
FL,,172,3007,60,20084,METRONIDAZ,,,,,,,,,289,19,112.97,112.97,0,
FL,,172,3626,48,20084,DOXYCYCLIN,,,,,,,,,3727,142,792.38,792.38,0,
FL,,172,3626,70,20084,DOXYCYCLIN,,,,,,,,,1548,58,365.85,365.85,0,
FL,,172,3649,60,20084,GLIPIZIDE ,,,,,,,,,511,15,81.65,81.65,0,
FL,,172,3649,70,20084,GLIPIZIDE ,,,,,,,,,60,1,6.79,6.79,0,
FL,,172,3650,60,20084,GLIPIZIDE ,,,,,,,,,240,5,39.58,39.58,0,
FL,,172,3650,70,20084,GLIPIZIDE ,,,,,,,,,150,3,23.89,23.89,0,
FL,,172,3667,60,20084,PERPHENAZI,,,,,,,,,90,3,37.1,37.1,0,
FL,,172,3668,60,20084,PERPHENAZI,,,,,,,,,30,1,14.81,14.81,0,
FL,,172,3669,60,20084,PERPHENAZI,,,,,,,,,1094,16,620.44,620.44,0,
FL,,172,3670,60,20084,PERPHENAZI,,,,,,,,,951,11,764.27,764.27,0,
FL,,172,3690,60,20084,PROCHLORPE,,,,,,,,,30,1,6.4,6.4,0,
FL,,172,3753,77,20084,ONXOL     ,,,,,,,,,5400,158,28051.31,23967.81,4083.5,
FL,,172,3757,0,20084,LISINOPRIL,,,,,,,,,120,4,27.24,16.92,10.32,
FL,,172,3757,10,20084,LISINOPRIL,,,,,,,,,960,36,230.23,230.23,0,
FL,,172,3757,60,20084,LISINOPRIL,,,,,,,,,12128,397,2538.64,2538.64,0,
FL,,172,3757,70,20084,LISINOPRIL,,,,,,,,,2282,76,489.13,489.13,0,
FL,,172,3758,10,20084,LISINOPRIL,,,,,,,,,180,6,38.63,38.63,0,
FL,,172,3758,60,20084,LISINOPRIL,,,,,,,,,5244,176,1074.39,1071.39,3,
FL,,172,3758,70,20084,LISINOPRIL,,,,,,,,,5487,190,1216.99,1216.99,0,
FL,,172,3758,80,20084,LISINOPRIL,,,,,,,,,27237,896,5671.43,5659.88,11.55,
FL,,172,3759,0,20084,LISINOPRIL,,,,,,,,,540,15,118.96,118.96,0,
FL,,172,3759,10,20084,LISINOPRIL,,,,,,,,,187,7,50.55,50.55,0,
FL,,172,3759,60,20084,LISINOPRIL,,,,,,,,,9425,312,2170.35,2170.35,0,
FL,,172,3759,70,20084,LISINOPRIL,,,,,,,,,13433,448,3222.4,3222.4,0,
FL,,172,3759,80,20084,LISINOPRIL,,,,,,,,,66695,2213,15740.46,15718.45,22.01,
FL,,172,3760,0,20084,LISINOPRIL,,,,,,,,,30,1,6.62,6.62,0,
FL,,172,3760,10,20084,LISINOPRIL,,,,,,,,,736,28,221.03,221.03,0,
FL,,172,3760,60,20084,LISINOPRIL,,,,,,,,,9345,309,2382.77,2382.77,0,
FL,,172,3760,70,20084,LISINOPRIL,,,,,,,,,5567,188,1409.27,1409.27,0,
FL,,172,3760,80,20084,LISINOPRIL,,,,,,,,,65240,2152,16281.89,16251.03,30.86,
FL,,172,3761,0,20084,LISINOPRIL,,,,,,,,,210,7,71.11,71.11,0,
FL,,172,3761,10,20084,LISINOPRIL,,,,,,,,,342,12,120.86,120.86,0,
FL,,172,3761,60,20084,LISINOPRIL,,,,,,,,,11593,360,3650.05,3650.05,0,
FL,,172,3761,70,20084,LISINOPRIL,,,,,,,,,60529,1844,18459.94,18428.45,31.49,
FL,,172,3762,60,20084,LISINOPRIL,,,,,,,,,2460,79,737.93,737.93,0,
FL,,172,3762,70,20084,LISINOPRIL,,,,,,,,,72,4,29.37,29.37,0,
FL,,172,3925,60,20084,DIAZEPAM  ,,,,,,,,,7436,144,828.49,828.49,0,
FL,,172,3925,70,20084,DIAZEPAM  ,,,,,,,,,24716,433,2599.24,2572.76,26.48,
FL,,172,3926,60,20084,DIAZEPAM  ,,,,,,,,,13995,319,1837.82,1820.5,17.32,
FL,,172,3926,70,20084,DIAZEPAM  ,,,,,,,,,50103,1114,6433.92,6409.08,24.84,
FL,,172,3927,60,20084,DIAZEPAM  ,,,,,,,,,25667,442,2919.73,2906.11,13.62,
FL,,172,3927,70,20084,DIAZEPAM  ,,,,,,,,,122663,2114,14015.57,13985.83,29.74,
FL,,172,3966,60,20084,DIPHENOXYL,,,,,,,,,289,8,53.18,53.18,0,
FL,,172,4030,60,20084,INDOMETHAC,,,,,,,,,450,5,51.55,51.55,0,
FL,,172,4030,70,20084,INDOMETHAC,,,,,,,,,210,3,26.63,26.63,0,
FL,,172,4058,48,20084,CEFADROXIL,,,,,,,,,110,5,92.84,92.84,0,
FL,,172,4058,60,20084,CEFADROXIL,,,,,,,,,216,13,186.83,186.83,0,
FL,,172,4067,65,20084,PRAZOSIN H,,,,,,,,,1200,7,133.18,133.18,0,
FL,,172,4069,70,20084,PRAZOSIN H,,,,,,,,,60,1,16.26,16.26,0,
FL,,172,4073,60,20084,CEPHALEXIN,,,,,,,,,187,7,45.67,45.67,0,
FL,,172,4073,70,20084,CEPHALEXIN,,,,,,,,,341,40,163.03,162.21,0.82,
FL,,172,4074,60,20084,CEPHALEXIN,,,,,,,,,111,6,38.15,38.15,0,
FL,,172,4074,70,20084,CEPHALEXIN,,,,,,,,,927,33,251.83,251.83,0,
FL,,172,4096,60,20084,BACLOFEN  ,,,,,,,,,131686.5,1547,21794.47,21604.01,190.46,
FL,,172,4096,80,20084,BACLOFEN  ,,,,,,,,,75428,853,12474.81,12408.05,66.76,
FL,,172,4097,60,20084,BACLOFEN  ,,,,,,,,,56555,586,10738.68,10623.06,115.62,
FL,,172,4097,80,20084,BACLOFEN  ,,,,,,,,,23251.5,236,4220.46,4162.95,57.51,
FL,,172,4098,60,20084,NABUMETONE,,,,,,,,,60,1,27.67,27.67,0,
FL,,172,4196,93,20084,ENALAPRIL ,,,,,,,,,30,1,5.65,5.65,0,
FL,,172,4197,10,20084,ENALAPRIL ,,,,,,,,,41,2,3.82,3.82,0,
FL,,172,4198,10,20084,ENALAPRIL ,,,,,,,,,60,2,12.86,12.86,0,
FL,,172,4232,60,20084,BUMETANIDE,,,,,,,,,300,7,72.54,68.96,3.58,
FL,,172,4233,60,20084,BUMETANIDE,,,,,,,,,1107,27,308.05,308.05,0,
FL,,172,4233,80,20084,BUMETANIDE,,,,,,,,,60,2,19.01,19.01,0,
FL,,172,4234,60,20084,BUMETANIDE,,,,,,,,,1413,24,550.91,550.91,0,
FL,,172,4234,80,20084,BUMETANIDE,,,,,,,,,120,4,55,55,0,
FL,,172,4235,60,20084,NADOLOL   ,,,,,,,,,91,4,29.77,29.77,0,
FL,,172,4236,60,20084,NADOLOL   ,,,,,,,,,270,6,82.65,82.65,0,
FL,,172,4266,60,20084,ACYCLOVIR ,,,,,,,,,55,2,11.93,11.93,0,
FL,,172,4267,60,20084,ACYCLOVIR ,,,,,,,,,1820,36,300.81,300.81,0,
FL,,172,4267,70,20084,ACYCLOVIR ,,,,,,,,,237,7,48.71,48.71,0,
FL,,172,4268,60,20084,ACYCLOVIR ,,,,,,,,,1328,37,380.62,380.62,0,
FL,,172,4268,70,20084,ACYCLOVIR ,,,,,,,,,210,6,61.14,61.14,0,
FL,,172,4280,0,20084,VERAPAMIL ,,,,,,,,,240,5,79.44,79.44,0,
FL,,172,4280,60,20084,VERAPAMIL ,,,,,,,,,4269,127,1576.63,1576.63,0,
FL,,172,4280,70,20084,VERAPAMIL ,,,,,,,,,10884,309,3954.39,3954.39,0,
FL,,172,4285,60,20084,VERAPAMIL ,,,,,,,,,1792,61,1052.17,1052.17,0,
FL,,172,4286,60,20084,VERAPAMIL ,,,,,,,,,4418,126,1700.75,1700.75,0,
FL,,172,4286,70,20084,VERAPAMIL ,,,,,,,,,1165,31,438.54,438.54,0,
FL,,172,4330,10,20084,METFORMIN ,,,,,,,,,60,1,9.31,9.31,0,
FL,,172,4330,60,20084,METFORMIN ,,,,,,,,,22234,354,3452.5,3449.5,3,
FL,,172,4330,70,20084,METFORMIN ,,,,,,,,,240,4,37.85,37.85,0,
FL,,172,4330,80,20084,METFORMIN ,,,,,,,,,34156,546,5313.09,5298.72,14.37,
FL,,172,4331,10,20084,METFORMIN ,,,,,,,,,120,4,23.9,23.9,0,
FL,,172,4331,60,20084,METFORMIN ,,,,,,,,,166495,2657,19962.93,19875.69,87.24,
FL,,172,4331,70,20084,METFORMIN ,,,,,,,,,900,12,99.22,99.22,0,
FL,,172,4331,80,20084,METFORMIN ,,,,,,,,,280369,4474,32932.15,32920.3,11.85,
FL,,172,4346,10,20084,FLUOXETINE,,,,,,,,,210,6,125.79,125.79,0,
FL,,172,4346,46,20084,FLUOXETINE,,,,,,,,,6362,184,4195.26,4173.76,21.5,
FL,,172,4346,60,20084,FLUOXETINE,,,,,,,,,1372,40,853.18,853.18,0,
FL,,172,4346,70,20084,FLUOXETINE,,,,,,,,,90,3,62.39,62.39,0,
FL,,172,4348,60,20084,OXAPROZIN ,,,,,,,,,120,2,38.96,38.96,0,
FL,,172,4356,10,20084,FLUOXETINE,,,,,,,,,417,11,102.82,102.82,0,
FL,,172,4356,60,20084,FLUOXETINE,,,,,,,,,26379,655,6173.06,6173.06,0,
FL,,172,4356,70,20084,FLUOXETINE,,,,,,,,,8254,229,2021.34,2021.34,0,
FL,,172,4356,80,20084,FLUOXETINE,,,,,,,,,20464,484,4641.44,4641.44,0,
FL,,172,4357,49,20084,RANITIDINE,,,,,,,,,142727,2713,19469.53,19448.91,20.62,
FL,,172,4357,70,20084,RANITIDINE,,,,,,,,,163209,3208,24852.42,24850.75,1.67,
FL,,172,4358,46,20084,RANITIDINE,,,,,,,,,12249,340,2697.32,2697.08,0.24,
FL,,172,4358,60,20084,RANITIDINE,,,,,,,,,10830,311,2731.12,2731.12,0,
FL,,172,4359,60,20084,CLOZAPINE ,,,,,,,,,1872,33,1841.41,1835.33,6.08,
FL,,172,4359,70,20084,CLOZAPINE ,,,,,,,,,300,8,279.73,279.73,0,
FL,,172,4360,10,20084,CLOZAPINE ,,,,,,,,,780,9,1390.26,1390.26,0,
FL,,172,4360,60,20084,CLOZAPINE ,,,,,,,,,5331,63,12276.33,12276.33,0,
FL,,172,4360,70,20084,CLOZAPINE ,,,,,,,,,11077,105,25453.35,25453.35,0,
FL,,172,4363,10,20084,FLUOXETINE,,,,,,,,,30,1,8.73,8.73,0,
FL,,172,4363,60,20084,FLUOXETINE,,,,,,,,,6357,200,1637.35,1637.35,0,
FL,,172,4363,80,20084,FLUOXETINE,,,,,,,,,1259,41,328.99,328.99,0,
FL,,172,4364,60,20084,LABETALOL ,,,,,,,,,16533,273,3626.69,3577.99,48.7,
FL,,172,4364,70,20084,LABETALOL ,,,,,,,,,2788,48,631.9,631.9,0,
FL,,172,4365,60,20084,LABETALOL ,,,,,,,,,28913,375,7312.62,7239.24,73.38,
FL,,172,4365,70,20084,LABETALOL ,,,,,,,,,18693,195,4692.16,4692.16,0,
FL,,172,4366,60,20084,LABETALOL ,,,,,,,,,14841,196,5159.58,5066.48,93.1,
FL,,172,4381,0,20084,GABAPENTIN,,,,,,,,,60,1,8.5,8.5,0,
FL,,172,4381,10,20084,GABAPENTIN,,,,,,,,,1590,17,191.08,191.08,0,
FL,,172,4381,60,20084,GABAPENTIN,,,,,,,,,360,4,44.6,44.6,0,
FL,,172,4381,70,20084,GABAPENTIN,,,,,,,,,919,16,140.23,140.23,0,
FL,,172,4382,10,20084,GABAPENTIN,,,,,,,,,180,5,45.48,45.48,0,
FL,,172,4382,60,20084,GABAPENTIN,,,,,,,,,120,1,21.85,21.85,0,
FL,,172,4382,70,20084,GABAPENTIN,,,,,,,,,1214,17,243.5,243.5,0,
FL,,172,4382,88,20084,GABAPENTIN,,,,,,,,,510,5,93.94,93.94,0,
FL,,172,4383,70,20084,GABAPENTIN,,,,,,,,,180,2,50,50,0,
FL,,172,4389,60,20084,FLUVOXAMIN,,,,,,,,,5,1,6.12,6.12,0,
FL,,172,4390,18,20084,ALBUTEROL ,,,,,,,,,1547,86,836.02,836.02,0,
FL,,172,4391,60,20084,FLUVOXAMIN,,,,,,,,,165,3,80.95,80.95,0,
FL,,172,4392,60,20084,FLUVOXAMIN,,,,,,,,,435,6,253.75,253.75,0,
FL,,172,4405,70,20084,CLOZAPINE ,,,,,,,,,252,3,602.37,602.37,0,
FL,,172,4430,49,20084,MISOPROSTO,,,,,,,,,4490,49,3183.23,3183.23,0,
FL,,172,4430,59,20084,MISOPROSTO,,,,,,,,,578,8,421.33,421.33,0,
FL,,172,4431,49,20084,MISOPROSTO,,,,,,,,,3777,97,3920.96,3920.96,0,
FL,,172,4431,60,20084,MISOPROSTO,,,,,,,,,3621,58,3592.14,3592.14,0,
FL,,172,4432,10,20084,METFORMIN ,,,,,,,,,722,14,124.04,124.04,0,
FL,,172,4432,60,20084,METFORMIN ,,,,,,,,,83784,1433,13397.27,13323.18,74.09,
FL,,172,4432,80,20084,METFORMIN ,,,,,,,,,134819,2300,21529.19,21507.64,21.55,
FL,,172,4435,60,20084,METFORMIN ,,,,,,,,,1410,27,221.8,221.8,0,
FL,,172,4440,60,20084,GABAPENTIN,,,,,,,,,1005,12,445.87,445.87,0,
FL,,172,4440,70,20084,GABAPENTIN,,,,,,,,,90,1,38.17,38.17,0,
FL,,172,4441,60,20084,GABAPENTIN,,,,,,,,,1882,24,1939.51,1939.51,0,
FL,,172,4441,70,20084,GABAPENTIN,,,,,,,,,480,8,486.16,486.16,0,
FL,,172,4442,60,20084,GABAPENTIN,,,,,,,,,812,11,1001.1,1001.1,0,
FL,,172,4443,10,20084,GABAPENTIN,,,,,,,,,642,10,556.68,556.68,0,
FL,,172,4443,60,20084,GABAPENTIN,,,,,,,,,41519,472,35653.68,35568.4,85.28,
FL,,172,4443,70,20084,GABAPENTIN,,,,,,,,,8500,95,7237.81,7237.81,0,
FL,,172,4443,80,20084,GABAPENTIN,,,,,,,,,150,2,122.69,122.69,0,
FL,,172,4444,10,20084,GABAPENTIN,,,,,,,,,1083,8,936.94,936.94,0,
FL,,172,4444,60,20084,GABAPENTIN,,,,,,,,,23482,261,20825.17,20825.17,0,
FL,,172,4444,70,20084,GABAPENTIN,,,,,,,,,892,9,791.5,791.5,0,
FL,,172,4510,60,20084,FLUOXETINE,,,,,,,,,45,2,16.05,16.05,0,
FL,,172,4510,80,20084,FLUOXETINE,,,,,,,,,90,3,27.87,27.87,0,
FL,,172,4626,60,20084,DOXYCYCLIN,,,,,,,,,660,11,315.5,315.5,0,
FL,,172,4626,70,20084,DOXYCYCLIN,,,,,,,,,60,1,32.92,32.92,0,
FL,,172,4740,60,20084,CITALOPRAM,,,,,,,,,210,7,71.8,71.8,0,
FL,,172,4741,10,20084,CITALOPRAM,,,,,,,,,30,1,10.15,10.15,0,
FL,,172,4741,60,20084,CITALOPRAM,,,,,,,,,180,4,52.44,52.44,0,
FL,,172,4742,60,20084,CITALOPRAM,,,,,,,,,211,7,69.43,69.43,0,
FL,,172,4742,70,20084,CITALOPRAM,,,,,,,,,56,2,19.62,19.62,0,
FL,,172,4742,85,20084,CITALOPRAM,,,,,,,,,225,8,76.84,76.84,0,
FL,,172,4804,60,20084,OXAZEPAM  ,,,,,,,,,5928,121,2039.17,2039.17,0,
FL,,172,4804,70,20084,OXAZEPAM  ,,,,,,,,,2848,67,1027.54,1023.58,3.96,
FL,,172,4805,60,20084,OXAZEPAM  ,,,,,,,,,2854,54,1220.66,1220.66,0,
FL,,172,4805,70,20084,OXAZEPAM  ,,,,,,,,,1802,24,730.09,698.83,31.26,
FL,,172,4806,60,20084,OXAZEPAM  ,,,,,,,,,874,23,779.84,779.84,0,
FL,,172,4870,10,20084,HYDROCHLOR,,,,,,,,,398,14,120.58,120.58,0,
FL,,172,4870,60,20084,HYDROCHLOR,,,,,,,,,508,18,147.27,147.27,0,
FL,,172,4870,80,20084,HYDROCHLOR,,,,,,,,,4276,144,1210.23,1210.23,0,
FL,,172,4960,58,20084,FLUTAMIDE ,,,,,,,,,420,3,286.9,286.9,0,
FL,,172,4960,70,20084,FLUTAMIDE ,,,,,,,,,180,1,160.47,160.47,0,
FL,,172,4980,70,20084,PROPOXYPHE,,,,,,,,,1342,21,251.74,251.74,0,
FL,,172,5032,10,20084,LISINOPRIL,,,,,,,,,150,5,47.85,47.85,0,
FL,,172,5032,60,20084,LISINOPRIL,,,,,,,,,4431,142,1374.83,1368.53,6.3,
FL,,172,5032,70,20084,LISINOPRIL,,,,,,,,,272,10,93.5,93.5,0,
FL,,172,5033,60,20084,LISINOPRIL,,,,,,,,,722,24,227.02,227.02,0,
FL,,172,5033,70,20084,LISINOPRIL,,,,,,,,,275,8,82.18,82.18,0,
FL,,172,5034,60,20084,LISINOPRIL,,,,,,,,,1200,33,342.7,342.7,0,
FL,,172,5034,70,20084,LISINOPRIL,,,,,,,,,960,26,274.33,274.33,0,
FL,,172,5241,60,20084,ANAGRELIDE,,,,,,,,,1290,16,265.02,265.02,0,
FL,,172,5311,10,20084,CIPROFLOXA,,,,,,,,,32,3,17.98,17.98,0,
FL,,172,5311,60,20084,CIPROFLOXA,,,,,,,,,615,60,362.64,362.64,0,
FL,,172,5312,10,20084,CIPROFLOXA,,,,,,,,,461,27,236.7,236.7,0,
FL,,172,5312,60,20084,CIPROFLOXA,,,,,,,,,1846,104,899.32,899.32,0,
FL,,172,5312,70,20084,CIPROFLOXA,,,,,,,,,3086,147,1420.62,1420.62,0,
FL,,172,5313,10,20084,CIPROFLOXA,,,,,,,,,42,1,18.56,18.56,0,
FL,,172,5313,60,20084,CIPROFLOXA,,,,,,,,,1984,91,1050.28,1050.28,0,
FL,,172,5352,10,20084,BENAZEPRIL,,,,,,,,,60,2,24.26,24.26,0,
FL,,172,5352,60,20084,BENAZEPRIL,,,,,,,,,62,2,24.78,24.78,0,
FL,,172,5353,10,20084,BENAZEPRIL,,,,,,,,,31,1,9.99,9.99,0,
FL,,172,5353,70,20084,BENAZEPRIL,,,,,,,,,90,3,31.33,31.33,0,
FL,,172,5361,60,20084,BENAZEPRIL,,,,,,,,,270,9,84.46,84.46,0,
FL,,172,5362,60,20084,BENAZEPRIL,,,,,,,,,150,5,47.66,47.66,0,
FL,,172,5363,60,20084,BENAZEPRIL,,,,,,,,,30,1,9.13,9.13,0,
FL,,172,5363,70,20084,BENAZEPRIL,,,,,,,,,90,3,27.39,27.39,0,
FL,,172,5410,46,20084,FLUCONAZOL,,,,,,,,,218,10,118.48,118.48,0,
FL,,172,5411,0,20084,FLUCONAZOL,,,,,,,,,149,10,112.57,112.57,0,
FL,,172,5411,10,20084,FLUCONAZOL,,,,,,,,,76,10,75.83,75.83,0,
FL,,172,5411,46,20084,FLUCONAZOL,,,,,,,,,18190,1048,12957.4,12957.4,0,
FL,,172,5411,60,20084,FLUCONAZOL,,,,,,,,,1694.5,128,1351.06,1351.06,0,
FL,,172,5412,11,20084,FLUCONAZOL,,,,,,,,,7067.111,4232,21703.37,21690.02,13.35,
FL,,172,5412,79,20084,FLUCONAZOL,,,,,,,,,122,51,277.8,277.8,0,
FL,,172,5413,10,20084,FLUCONAZOL,,,,,,,,,124,11,124.96,124.96,0,
FL,,172,5413,46,20084,FLUCONAZOL,,,,,,,,,4038,240,3470.48,3470.48,0,
FL,,172,5413,60,20084,FLUCONAZOL,,,,,,,,,612,41,546.52,546.52,0,
FL,,172,5623,10,20084,NIZATIDINE,,,,,,,,,60,1,28.91,28.91,0,
FL,,172,5623,60,20084,NIZATIDINE,,,,,,,,,90,3,49.71,49.71,0,
FL,,172,5656,58,20084,TAMOXIFEN ,,,,,,,,,80,2,22.3,22.3,0,
FL,,172,5656,80,20084,TAMOXIFEN ,,,,,,,,,180,3,43.66,43.66,0,
FL,,172,5657,46,20084,TAMOXIFEN ,,,,,,,,,60,2,36.34,36.34,0,
FL,,172,5657,60,20084,TAMOXIFEN ,,,,,,,,,270,9,162.33,162.33,0,
FL,,172,5663,10,20084,BUSPIRONE ,,,,,,,,,180,2,30.1,30.1,0,
FL,,172,5663,60,20084,BUSPIRONE ,,,,,,,,,15931,257,2790.49,2769.1,21.39,
FL,,172,5663,70,20084,BUSPIRONE ,,,,,,,,,1353,18,234.31,234.31,0,
FL,,172,5664,10,20084,BUSPIRONE ,,,,,,,,,180,3,48.75,48.75,0,
FL,,172,5664,60,20084,BUSPIRONE ,,,,,,,,,44485,617,10297.36,10297.36,0,
FL,,172,5664,70,20084,BUSPIRONE ,,,,,,,,,5818,84,1513.71,1513.71,0,
FL,,172,5665,60,20084,BUSPIRONE ,,,,,,,,,65822,963,23426.94,23394.35,32.59,
FL,,172,5665,70,20084,BUSPIRONE ,,,,,,,,,17206,239,5969.34,5969.34,0,
FL,,172,5672,80,20084,SERTRALINE,,,,,,,,,200,9,66.34,66.34,0,
FL,,172,5674,10,20084,SERTRALINE,,,,,,,,,420,15,115.59,115.59,0,
FL,,172,5675,10,20084,MIRTAZAPIN,,,,,,,,,60,2,21.88,21.88,0,
FL,,172,5675,46,20084,MIRTAZAPIN,,,,,,,,,60,2,25.82,25.82,0,
FL,,172,5675,70,20084,MIRTAZAPIN,,,,,,,,,323,14,143.72,143.72,0,
FL,,172,5710,60,20084,GLYBURIDE-,,,,,,,,,1110,21,377.8,377.8,0,
FL,,172,5710,70,20084,GLYBURIDE-,,,,,,,,,180,2,56.78,56.78,0,
FL,,172,5710,84,20084,GLYBURIDE-,,,,,,,,,30,1,12.04,12.04,0,
FL,,172,5711,60,20084,GLYBURIDE-,,,,,,,,,2318,42,937.57,937.57,0,
FL,,172,5711,70,20084,GLYBURIDE-,,,,,,,,,212,5,90.49,90.49,0,
FL,,172,5712,60,20084,GLYBURIDE-,,,,,,,,,5168,70,1144.4,1144.4,0,
FL,,172,5712,70,20084,GLYBURIDE-,,,,,,,,,4293,65,979.69,979.69,0,
FL,,172,5712,88,20084,GLYBURIDE-,,,,,,,,,122,2,28.45,28.45,0,
FL,,172,5728,0,20084,FAMOTIDINE,,,,,,,,,60,1,10.04,10.04,0,
FL,,172,5728,10,20084,FAMOTIDINE,,,,,,,,,120,4,28.18,28.18,0,
FL,,172,5728,60,20084,FAMOTIDINE,,,,,,,,,89775,2126,16655.78,16644.47,11.31,
FL,,172,5728,70,20084,FAMOTIDINE,,,,,,,,,1626,46,361.76,361.76,0,
FL,,172,5728,80,20084,FAMOTIDINE,,,,,,,,,13467,310,2622.91,2622.91,0,
