State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,
FL,,93,7223,98,20104,FOSINOPRIL,,,,,,,,,1095,32,336.1,335.4,0.7,,
FL,,93,7224,98,20104,FOSINOPRIL,,,,,,,,,930,30,285.37,285.37,0,,
FL,,93,7227,58,20104,RIBAVIRIN ,,,,,,,,,480,4,396.05,396.05,0,,
FL,,93,7230,6,20104,CILOSTAZOL,,,,,,,,,25128,463,6690.15,6690.15,0,,
FL,,93,7231,6,20104,CILOSTAZOL,,,,,,,,,30836,554,7961.48,7961.48,0,,
FL,,93,7232,81,20104,RIBAVIRIN ,,,,,,,,,500,5,692.13,692.13,0,,
FL,,93,7234,1,20104,MELOXICAM ,,,,,,,,,8412,221,1189.24,1189.24,0,,
FL,,93,7236,33,20104,ONDANSETRO,,,,,,,,,3,1,4.56,4.56,0,,
FL,,93,7236,56,20104,ONDANSETRO,,,,,,,,,460,28,263.1,263.1,0,,
FL,,93,7240,5,20104,RISPERIDON,,,,,,,,,148440,2852,59522.97,59383.26,139.71,,
FL,,93,7240,6,20104,RISPERIDON,,,,,,,,,20037,412,8136.43,8136.43,0,,
FL,,93,7241,5,20104,RISPERIDON,,,,,,,,,75181,1643,34094.42,34094.42,0,,
FL,,93,7241,6,20104,RISPERIDON,,,,,,,,,18445,427,9072.13,8989.77,82.36,,
FL,,93,7242,5,20104,RISPERIDON,,,,,,,,,9952,203,4162.52,4162.52,0,,
FL,,93,7242,6,20104,RISPERIDON,,,,,,,,,50013,1073,21821.97,21821.97,0,,
FL,,93,7243,6,20104,RISPERIDON,,,,,,,,,35042,843,21246.26,21246.26,0,,
FL,,93,7244,6,20104,CLARITHROM,,,,,,,,,1206,63,4433.62,4371.36,62.26,,
FL,,93,7247,5,20104,LAMOTRIGIN,,,,,,,,,2230,39,425.61,425.61,0,,
FL,,93,7247,6,20104,LAMOTRIGIN,,,,,,,,,38600,705,7385.87,7378.31,7.56,,
FL,,93,7248,6,20104,LAMOTRIGIN,,,,,,,,,67920,1378,16230.68,16230.68,0,,
FL,,93,7251,1,20104,FEXOFENADI,,,,,,,,,420,9,191.31,191.31,0,,
FL,,93,7252,1,20104,FEXOFENADI,,,,,,,,,810,16,543.58,543.58,0,,
FL,,93,7253,1,20104,FEXOFENADI,,,,,,,,,453,16,581.32,581.32,0,,
FL,,93,7253,5,20104,FEXOFENADI,,,,,,,,,300,10,369.8,369.8,0,,
FL,,93,7254,1,20104,GLIMEPIRID,,,,,,,,,2777,77,389.31,389.31,0,,
FL,,93,7255,1,20104,GLIMEPIRID,,,,,,,,,10918,262,1705.49,1699.47,6.02,,
FL,,93,7256,1,20104,GLIMEPIRID,,,,,,,,,10608,241,1731.66,1729.12,2.54,,
FL,,93,7256,52,20104,GLIMEPIRID,,,,,,,,,2600,59,427.09,427.09,0,,
FL,,93,7258,56,20104,VALACYCLOV,,,,,,,,,3,1,12.82,12.82,0,,
FL,,93,7258,98,20104,VALACYCLOV,,,,,,,,,6,1,22,22,0,,
FL,,93,7267,1,20104,METFORMIN ,,,,,,,,,11553,169,1285.6,1285.6,0,,
FL,,93,7267,10,20104,METFORMIN ,,,,,,,,,34299,511,4019.04,4012.24,6.8,,
FL,,93,7270,10,20104,PRAVASTATI,,,,,,,,,60,2,27.03,27.03,0,,
FL,,93,7270,98,20104,PRAVASTATI,,,,,,,,,12683,426,5886.11,5886.11,0,,
FL,,93,7281,1,20104,OXCARBAZEP,,,,,,,,,60,1,46.13,46.13,0,,
FL,,93,7282,1,20104,OXCARBAZEP,,,,,,,,,360,5,189.65,189.65,0,,
FL,,93,7285,89,20104,LEVETIRACE,,,,,,,,,1736,26,658.07,658.07,0,,
FL,,93,7286,89,20104,LEVETIRACE,,,,,,,,,18660,224,5941,5941,0,,
FL,,93,7287,89,20104,LEVETIRACE,,,,,,,,,4986,62,2466.21,2466.21,0,,
FL,,93,7294,56,20104,TERBINAFIN,,,,,,,,,11284,446,4434.55,4434.55,0,,
FL,,93,7295,1,20104,CARVEDILOL,,,,,,,,,15418,265,1982.46,1982.46,0,,
FL,,93,7295,5,20104,CARVEDILOL,,,,,,,,,64897,1111,8533.13,8528.37,4.76,,
FL,,93,7296,1,20104,CARVEDILOL,,,,,,,,,22177.666,381,3042.67,3042.67,0,,
FL,,93,7296,5,20104,CARVEDILOL,,,,,,,,,79260,1301,10504.48,10504.48,0,,
FL,,93,7299,1,20104,MELOXICAM ,,,,,,,,,9564,316,1710.9,1710.9,0,,
FL,,93,7300,1,20104,MINOCYCLIN,,,,,,,,,270,7,145.46,145.46,0,,
FL,,93,7301,19,20104,ONDANSETRO,,,,,,,,,1,1,93.21,93.21,0,,
FL,,93,7301,65,20104,ONDANSETRO,,,,,,,,,569,75,2926.93,2926.93,0,,
FL,,93,7302,3,20104,ONDANSETRO,,,,,,,,,20,2,19.3,19.3,0,,
FL,,93,7302,65,20104,ONDANSETRO,,,,,,,,,58,13,697.33,697.33,0,,
FL,,93,7303,65,20104,MIRTAZAPIN,,,,,,,,,750,26,1199.47,1199.47,0,,
FL,,93,7304,65,20104,MIRTAZAPIN,,,,,,,,,422,13,669.53,669.53,0,,
FL,,93,7305,65,20104,MIRTAZAPIN,,,,,,,,,180,6,379.73,379.73,0,,
FL,,93,7316,1,20104,DESMOPRESS,,,,,,,,,15468.5,271,25850.69,25228.39,622.3,,
FL,,93,7317,1,20104,DESMOPRESS,,,,,,,,,90570,1415,178762.07,176196.97,2565.1,,
FL,,93,7325,1,20104,TRANDOLAPR,,,,,,,,,30,1,11.34,11.34,0,,
FL,,93,7327,1,20104,TRANDOLAPR,,,,,,,,,30,1,12.28,12.28,0,,
FL,,93,7334,1,20104,MYCOPHENOL,,,,,,,,,780,5,1132.68,226.54,906.14,,
FL,,93,7334,5,20104,MYCOPHENOL,,,,,,,,,660,6,972.96,194.59,778.37,,
FL,,93,7335,6,20104,TOPIRAMATE,,,,,,,,,13276,108,11920.22,11030.5,889.72,,
FL,,93,7336,6,20104,TOPIRAMATE,,,,,,,,,33256,211,31329.4,31096.96,232.44,,
FL,,93,7338,1,20104,TAMSULOSIN,,,,,,,,,9910,320,4750.23,4750.23,0,,
FL,,93,7340,1,20104,DIVALPROEX,,,,,,,,,1710,28,1069.21,1069.21,0,,
FL,,93,7340,5,20104,DIVALPROEX,,,,,,,,,306,6,191.08,191.08,0,,
FL,,93,7350,56,20104,LANSOPRAZO,,,,,,,,,779,28,2417.28,2417.28,0,,
FL,,93,7351,56,20104,LANSOPRAZO,,,,,,,,,12683.909,394,28614.69,28340.32,274.37,,
FL,,93,7355,5,20104,FINASTERID,,,,,,,,,1007,37,970.93,970.93,0,,
FL,,93,7355,56,20104,FINASTERID,,,,,,,,,8469,278,7028.22,7006.55,21.67,,
FL,,93,7355,98,20104,FINASTERID,,,,,,,,,435,15,397.93,397.93,0,,
FL,,93,7364,98,20104,LOSARTAN P,,,,,,,,,2777,91,897.96,897.96,0,,
FL,,93,7365,10,20104,LOSARTAN P,,,,,,,,,30,1,10.84,10.84,0,,
FL,,93,7365,56,20104,LOSARTAN P,,,,,,,,,4624,150,1836.83,1798.53,38.3,,
FL,,93,7365,98,20104,LOSARTAN P,,,,,,,,,977,32,351.39,351.39,0,,
FL,,93,7366,10,20104,LOSARTAN P,,,,,,,,,15,1,8.8,8.8,0,,
FL,,93,7366,56,20104,LOSARTAN P,,,,,,,,,2336,78,1045.46,1045.46,0,,
FL,,93,7366,98,20104,LOSARTAN P,,,,,,,,,4245,141,1968.25,1968.25,0,,
FL,,93,7367,56,20104,LOSARTAN-H,,,,,,,,,598,19,209.37,209.37,0,,
FL,,93,7367,98,20104,LOSARTAN-H,,,,,,,,,1165,38,413.92,413.92,0,,
FL,,93,7368,56,20104,LOSARTAN-H,,,,,,,,,1260,42,391.65,391.65,0,,
FL,,93,7368,98,20104,LOSARTAN-H,,,,,,,,,2157,72,727.24,727.24,0,,
FL,,93,7369,56,20104,LOSARTAN-H,,,,,,,,,810,27,246.66,246.66,0,,
FL,,93,7369,98,20104,LOSARTAN-H,,,,,,,,,181,6,60.74,60.74,0,,
FL,,93,7370,1,20104,AMLODIPINE,,,,,,,,,180,6,372.72,372.72,0,,
FL,,93,7371,1,20104,AMLODIPINE,,,,,,,,,990,32,1963.41,1875.92,87.49,,
FL,,93,7372,1,20104,AMLODIPINE,,,,,,,,,1711,51,3619.07,3519.63,99.44,,
FL,,93,7373,1,20104,AMLODIPINE,,,,,,,,,1303,44,3049.85,2993.22,56.63,,
FL,,93,7380,1,20104,VENLAFAXIN,,,,,,,,,3491,87,1931.38,1931.38,0,,
FL,,93,7381,1,20104,VENLAFAXIN,,,,,,,,,1043,17,512.18,512.18,0,,
FL,,93,7382,1,20104,VENLAFAXIN,,,,,,,,,8451,168,4754.33,4754.33,0,,
FL,,93,7383,1,20104,VENLAFAXIN,,,,,,,,,510,10,315.12,315.12,0,,
FL,,93,7384,56,20104,VENLAFAXIN,,,,,,,,,1140,32,3986.85,3986.85,0,,
FL,,93,7384,98,20104,VENLAFAXIN,,,,,,,,,609,17,2183.29,2183.29,0,,
FL,,93,7385,56,20104,VENLAFAXIN,,,,,,,,,4373,104,17404.16,17204.05,200.11,,
FL,,93,7385,98,20104,VENLAFAXIN,,,,,,,,,4159,100,16582.68,16196.53,386.15,,
FL,,93,7386,56,20104,VENLAFAXIN,,,,,,,,,4450,124,19357.77,19357.77,0,,
FL,,93,7386,98,20104,VENLAFAXIN,,,,,,,,,3473,103,15140.85,14844.06,296.79,,
FL,,93,7437,1,20104,RAMIPRIL  ,,,,,,,,,60,1,10.49,10.49,0,,
FL,,93,7439,1,20104,DIVALPROEX,,,,,,,,,11847,118,1512.59,1512.59,0,,
FL,,93,7440,1,20104,DIVALPROEX,,,,,,,,,16132,226,2802.49,2802.49,0,,
FL,,93,7440,5,20104,DIVALPROEX,,,,,,,,,4826,63,822.61,822.61,0,,
FL,,93,7441,1,20104,DIVALPROEX,,,,,,,,,29306,421,8021.25,8021.25,0,,
FL,,93,7441,5,20104,DIVALPROEX,,,,,,,,,10607,152,2768.09,2768.09,0,,
FL,,93,7448,65,20104,LANSOPRAZO,,,,,,,,,1507,50,7146.02,7146.02,0,,
FL,,93,7448,93,20104,LANSOPRAZO,,,,,,,,,5536,187,26451.75,24801.46,1650.29,,
FL,,93,7449,65,20104,LANSOPRAZO,,,,,,,,,524,16,2499.02,2499.02,0,,
FL,,93,7449,93,20104,LANSOPRAZO,,,,,,,,,3571,107,17013.2,15620.89,1392.31,,
FL,,93,7455,1,20104,GLIPIZIDE-,,,,,,,,,210,5,142.08,142.08,0,,
FL,,93,7456,1,20104,GLIPIZIDE-,,,,,,,,,30,1,25.2,25.2,0,,
FL,,93,7457,1,20104,GLIPIZIDE-,,,,,,,,,1710,21,1117.42,1117.42,0,,
FL,,93,7477,1,20104,MYCOPHENOL,,,,,,,,,2053,20,5994.05,1206.38,4787.67,,
FL,,93,7485,20,20104,GRANISETRO,,,,,,,,,6,3,943.05,943.05,0,,
FL,,93,7493,6,20104,LEVETIRACE,,,,,,,,,17245,265,14796.48,14796.48,0,,
FL,,93,7540,6,20104,TOPIRAMATE,,,,,,,,,4858,81,817.11,817.11,0,,
FL,,93,7540,10,20104,TOPIRAMATE,,,,,,,,,68723,1071,10965.06,10965.06,0,,
FL,,93,7618,43,20104,DORZOLAMID,,,,,,,,,1490,149,4087.17,4087.17,0,,
FL,,93,7772,1,20104,CLOZAPINE ,,,,,,,,,22373,266,34018.56,33276.81,741.75,,
FL,,93,7772,5,20104,CLOZAPINE ,,,,,,,,,32200,379,45778.11,45270.14,507.97,,
FL,,93,7772,93,20104,CLOZAPINE ,,,,,,,,,1177,17,1642.08,1637.83,4.25,,
FL,,93,8034,1,20104,GLYBURIDE ,,,,,,,,,420,8,44.57,44.57,0,,
FL,,93,8035,1,20104,GLYBURIDE ,,,,,,,,,1290,28,155.39,155.39,0,,
FL,,93,8036,1,20104,GLYBURIDE ,,,,,,,,,2250,38,299.69,299.69,0,,
FL,,93,8117,56,20104,FAMCICLOVI,,,,,,,,,240,4,1040.02,1040.02,0,,
FL,,93,8118,56,20104,FAMCICLOVI,,,,,,,,,360,6,1924.62,1924.62,0,,
FL,,93,8119,56,20104,FAMCICLOVI,,,,,,,,,255,5,2535.63,2535.63,0,,
FL,,93,8120,1,20104,DOXAZOSIN ,,,,,,,,,4402,147,862.96,862.96,0,,
FL,,93,8121,1,20104,DOXAZOSIN ,,,,,,,,,13312,419,2982.57,2957.1,25.47,,
FL,,93,8121,93,20104,DOXAZOSIN ,,,,,,,,,160,5,34.73,34.73,0,,
FL,,93,8122,1,20104,DOXAZOSIN ,,,,,,,,,19214,611,4619.62,4619.62,0,,
FL,,93,8123,1,20104,DOXAZOSIN ,,,,,,,,,9160,264,2351.93,2351.93,0,,
FL,,93,8132,1,20104,CAPTOPRIL ,,,,,,,,,2211,51,177.66,177.66,0,,
FL,,93,8133,1,20104,CAPTOPRIL ,,,,,,,,,9343,165,784.3,784.3,0,,
FL,,93,8134,1,20104,CAPTOPRIL ,,,,,,,,,8832.16,165,836.87,836.87,0,,
FL,,93,8135,1,20104,CAPTOPRIL ,,,,,,,,,1497,23,191.98,191.98,0,,
FL,,93,8342,1,20104,GLYBURIDE ,,,,,,,,,4488,103,754.02,754.02,0,,
FL,,93,8343,1,20104,GLYBURIDE ,,,,,,,,,21449,443,3337.64,3337.64,0,,
FL,,93,8343,5,20104,GLYBURIDE ,,,,,,,,,3539,74,572.39,572.39,0,,
FL,,93,8343,10,20104,GLYBURIDE ,,,,,,,,,2040,55,373.83,373.83,0,,
FL,,93,8344,1,20104,GLYBURIDE ,,,,,,,,,27133.5,356,4481.37,4476.37,5,,
FL,,93,8344,5,20104,GLYBURIDE ,,,,,,,,,20179,297,4975.29,4957.23,18.06,,
FL,,93,8344,10,20104,GLYBURIDE ,,,,,,,,,59653,886,14441.97,14415.74,26.23,,
FL,,93,8344,93,20104,GLYBURIDE ,,,,,,,,,180,3,57.99,57.99,0,,
FL,,93,8397,1,20104,ETODOLAC  ,,,,,,,,,3964,77,1346.07,1332.69,13.38,,
FL,,93,8675,74,20104,AMOX TR-PO,,,,,,,,,197170,1008,50423.84,50016.97,406.87,,
FL,,93,8675,75,20104,AMOX TR-PO,,,,,,,,,692220,5257,183272.61,181996.28,1276.33,,
FL,,93,8675,78,20104,AMOX TR-PO,,,,,,,,,483360,4565,131106.9,130097.65,1009.25,,
FL,,93,8739,1,20104,MEXILETINE,,,,,,,,,2220,23,808.9,808.9,0,,
FL,,93,8740,1,20104,MEXILETINE,,,,,,,,,1080,12,523.11,523.11,0,,
FL,,93,8741,1,20104,MEXILETINE,,,,,,,,,474,10,278.8,278.8,0,,
FL,,93,8815,1,20104,TOLMETIN S,,,,,,,,,1174,21,988.25,988.25,0,,
FL,,93,8940,1,20104,ACYCLOVIR ,,,,,,,,,46123,862,7184.93,7161.83,23.1,,
FL,,93,8940,5,20104,ACYCLOVIR ,,,,,,,,,3355,52,500.73,500.73,0,,
FL,,93,8940,93,20104,ACYCLOVIR ,,,,,,,,,224,5,39.25,39.25,0,,
FL,,93,8943,1,20104,ACYCLOVIR ,,,,,,,,,129171,2834,30847.5,30778.54,68.96,,
FL,,93,8943,5,20104,ACYCLOVIR ,,,,,,,,,16548,292,3733.04,3733.04,0,,
FL,,93,8943,93,20104,ACYCLOVIR ,,,,,,,,,370,7,86.02,86.02,0,,
FL,,93,8947,1,20104,ACYCLOVIR ,,,,,,,,,48549,1266,15291.99,15278.45,13.54,,
FL,,93,8947,5,20104,ACYCLOVIR ,,,,,,,,,10634,232,3182.18,3182.18,0,,
FL,,93,8947,93,20104,ACYCLOVIR ,,,,,,,,,35,1,11.35,11.35,0,,
FL,,93,9107,29,20104,MEBENDAZOL,,,,,,,,,6519,2197,34960.96,34918.73,42.23,,
FL,,93,9133,6,20104,AMIODARONE,,,,,,,,,3936,121,1316.39,1316.39,0,,
FL,,93,9133,52,20104,AMIODARONE,,,,,,,,,922,30,322.81,322.81,0,,
FL,,93,9168,71,20104,HYDROCORTI,,,,,,,,,14820,10,1324.91,1324.91,0,,
FL,,93,9175,1,20104,QUINIDINE ,,,,,,,,,360,6,256.05,256.05,0,,
FL,,93,9200,31,20104,LIDOCAINE ,,,,,,,,,4200,111,1906.23,1882.46,23.77,,
FL,,93,9364,1,20104,GLYBURIDE ,,,,,,,,,27350,425,7011.8,6999.06,12.74,,
FL,,93,9364,5,20104,GLYBURIDE ,,,,,,,,,3105,48,741.16,741.16,0,,
FL,,93,9364,10,20104,GLYBURIDE ,,,,,,,,,13947,186,3475.24,3442.15,33.09,,
FL,,93,9380,1,20104,URSODIOL  ,,,,,,,,,23541.501,355,12194.74,12194.74,0,,
FL,,93,9411,1,20104,METHAZOLAM,,,,,,,,,240,3,58.71,58.71,0,,
FL,,93,9424,1,20104,METHAZOLAM,,,,,,,,,270,9,115.58,115.58,0,,
FL,,93,9433,1,20104,GLYBURIDE ,,,,,,,,,14785,315,2390.46,2390.38,0.08,,
FL,,93,9433,5,20104,GLYBURIDE ,,,,,,,,,1510,37,262.28,262.28,0,,
FL,,93,9477,53,20104,GLYBURIDE ,,,,,,,,,3497,83,600.46,600.46,0,,
FL,,93,9604,12,20104,HALOPERIDO,,,,,,,,,4408,25,460.27,418.36,41.91,,
FL,,93,9604,23,20104,HALOPERIDO,,,,,,,,,6,1,4.15,4.15,0,,
FL,,93,9612,12,20104,DOXEPIN HC,,,,,,,,,4528,15,351.61,351.61,0,,
FL,,93,9633,16,20104,VALPROIC A,,,,,,,,,376773,678,8986.3,8948.78,37.52,,
FL,,93,9634,87,20104,MEGESTROL ,,,,,,,,,63405,199,9112.65,9085.05,27.6,,
FL,,93,9643,1,20104,PROCHLORPE,,,,,,,,,3068,79,494.41,489.73,4.68,,
FL,,93,9652,1,20104,PROCHLORPE,,,,,,,,,21390,504,3429.86,3421.44,8.42,,
FL,,93,9660,16,20104,ETHOSUXIMI,,,,,,,,,43335,124,3951.96,3922.83,29.13,,
FL,,93,9774,1,20104,HYDROXYCHL,,,,,,,,,2879,48,596.43,596.43,0,,
FL,,93,9774,5,20104,HYDROXYCHL,,,,,,,,,60,1,13.34,13.34,0,,
FL,,95,240,1,20104,BUPAP     ,,,,,,,,,60,2,31.14,31.14,0,,
FL,,95,645,1,20104,LODRANE   ,,,,,,,,,240,4,65.32,65.32,0,,
FL,,95,1200,6,20104,LODRANE 24,,,,,,,,,18152,617,22492.24,22421.08,71.16,,
FL,,96,707,35,20104,DRYSOL    ,,,,,,,,,365,9,101.24,101.24,0,,
FL,,96,707,37,20104,DRYSOL    ,,,,,,,,,337.5,9,87.57,87.57,0,,
FL,,96,707,60,20104,DRYSOL    ,,,,,,,,,480,8,100.8,100.8,0,,
FL,,96,709,35,20104,XERAC AC  ,,,,,,,,,70,2,18.82,18.82,0,,
FL,,96,709,60,20104,XERAC AC  ,,,,,,,,,360,5,64.68,64.68,0,,
FL,,113,54,52,20104,12 HOUR DE,,,,,,,,,20,1,7.5,7.5,0,,
FL,,113,81,0,20104,MICONAZOLE,,,,,,,,,3,3,34.2,34.2,0,,
FL,,113,165,22,20104,ALLERGY-CO,,,,,,,,,235,9,136.16,136.16,0,,
FL,,113,206,25,20104,NICOTINE G,,,,,,,,,330,1,73.38,73.38,0,,
FL,,113,214,29,20104,MICONAZOLE,,,,,,,,,135,3,23.38,23.38,0,,
FL,,113,277,48,20104,ASPIRIN EC,,,,,,,,,90,3,9.4,9.4,0,,
FL,,113,310,26,20104,TUSSIN    ,,,,,,,,,1194,9,46.34,46.34,0,,
FL,,113,310,34,20104,TUSSIN    ,,,,,,,,,1511,8,42.9,42.9,0,,
FL,,113,311,52,20104,ALLERGY RE,,,,,,,,,60,2,33.3,33.3,0,,
FL,,113,357,40,20104,ANTACID PL,,,,,,,,,355,1,4.23,4.23,0,,
FL,,113,359,34,20104,TUSSIN DM ,,,,,,,,,237,1,6.02,6.02,0,,
FL,,113,379,26,20104,DIPHEDRYL ,,,,,,,,,20,1,297.53,297.53,0,,
FL,,113,416,78,20104,ASPIRIN   ,,,,,,,,,840,28,110.78,110.78,0,,
FL,,113,416,87,20104,ASPIRIN   ,,,,,,,,,213,7,20.47,20.47,0,,
FL,,113,431,62,20104,SLEEP AID ,,,,,,,,,2,1,297.53,297.53,0,,
FL,,113,432,62,20104,NASAL DECO,,,,,,,,,24,1,2.45,2.45,0,,
FL,,113,467,68,20104,ASPIRIN   ,,,,,,,,,1531,49,218.9,218.9,0,,
FL,,113,486,72,20104,STOOL SOFT,,,,,,,,,60,1,6.14,6.14,0,,
FL,,113,535,76,20104,ASPIRIN EC,,,,,,,,,4820,152,488.33,488.33,0,,
FL,,113,544,62,20104,PAIN RELIE,,,,,,,,,24,1,6.5,6.5,0,,
FL,,113,544,71,20104,PAIN RELIE,,,,,,,,,2064,19,245.91,245.91,0,,
FL,,113,612,46,20104,ALLERGY RE,,,,,,,,,31,1,8.19,8.19,0,,
FL,,113,612,65,20104,ALLERGY RE,,,,,,,,,480,16,99.84,99.84,0,,
FL,,113,825,29,20104,MICONAZOLE,,,,,,,,,45,1,9.36,9.36,0,,
FL,,113,866,26,20104,LICE KILLI,,,,,,,,,240,2,15.34,15.34,0,,
FL,,113,915,30,20104,OMEPRAZOLE,,,,,,,,,144,4,94.17,94.17,0,,
FL,,113,915,55,20104,OMEPRAZOLE,,,,,,,,,332,8,191.44,191.44,0,,
FL,,113,974,26,20104,CHILDREN'S,,,,,,,,,1381,13,118.09,118.09,0,,
FL,,113,9458,39,20104,ALL DAY AL,,,,,,,,,45,2,17.56,17.56,0,,
FL,,115,511,1,20104,FENOFIBRAT,,,,,,,,,3,1,5.72,5.72,0,,
FL,,115,522,1,20104,FENOFIBRAT,,,,,,,,,3,1,7.4,7.4,0,,
FL,,115,533,1,20104,FENOFIBRAT,,,,,,,,,33,10,100.26,100.26,0,,
FL,,115,1030,1,20104,PRIMIDONE ,,,,,,,,,412,11,91.65,91.65,0,,
FL,,115,1030,2,20104,PRIMIDONE ,,,,,,,,,422,9,83.19,83.19,0,,
FL,,115,1031,1,20104,PRIMIDONE ,,,,,,,,,1127,15,274.99,274.99,0,,
FL,,115,1031,3,20104,PRIMIDONE ,,,,,,,,,850,14,227.22,227.22,0,,
FL,,115,1040,1,20104,PROMETHAZI,,,,,,,,,1933,70,583.87,583.87,0,,
FL,,115,1041,1,20104,PROMETHAZI,,,,,,,,,301,6,58.81,58.81,0,,
FL,,115,1042,1,20104,PROMETHAZI,,,,,,,,,280,7,136.88,136.88,0,,
FL,,115,1070,1,20104,DIPYRIDAMO,,,,,,,,,150,3,40.53,40.53,0,,
FL,,115,1071,1,20104,DIPYRIDAMO,,,,,,,,,480,6,125.48,125.48,0,,
FL,,115,1072,1,20104,DIPYRIDAMO,,,,,,,,,90,1,34.15,34.15,0,,
FL,,115,1333,1,20104,DEXTROAMPH,,,,,,,,,60,2,315.02,315.02,0,,
FL,,115,1811,1,20104,FLAVOXATE ,,,,,,,,,2995,44,3241.83,3221.18,20.65,,
FL,,115,1911,1,20104,RIMANTADIN,,,,,,,,,849,23,1222.67,1222.67,0,,
FL,,115,2011,1,20104,ORPHENADRI,,,,,,,,,60,1,56.92,56.92,0,,
FL,,115,2111,1,20104,DEMECLOCYC,,,,,,,,,60,1,241.52,241.52,0,,
FL,,115,2122,14,20104,DEMECLOCYC,,,,,,,,,94,5,1098.12,1098.12,0,,
FL,,115,2611,1,20104,TERBUTALIN,,,,,,,,,12497,165,4770.19,4676.46,93.73,,
FL,,115,2622,1,20104,TERBUTALIN,,,,,,,,,5640,90,2817.56,2766.87,50.69,,
FL,,115,2790,6,20104,CHLOROQUIN,,,,,,,,,120,4,166.99,166.99,0,,
FL,,115,3511,1,20104,PYRIDOSTIG,,,,,,,,,20179,135,7651.03,7487.2,163.83,,
FL,,115,3911,1,20104,CARBIDOPA-,,,,,,,,,693,9,446.68,446.68,0,,
FL,,115,3922,1,20104,CARBIDOPA-,,,,,,,,,270,2,118.62,118.62,0,,
FL,,115,4211,1,20104,MIDODRINE ,,,,,,,,,2287,28,1232.03,1232.03,0,,
FL,,115,4222,1,20104,MIDODRINE ,,,,,,,,,5689,59,4109.03,4109.03,0,,
FL,,115,4233,1,20104,MIDODRINE ,,,,,,,,,3171,40,6312.2,5955.02,357.18,,
FL,,115,4411,1,20104,DANTROLENE,,,,,,,,,2008,15,1682.23,1682.23,0,,
FL,,115,4422,1,20104,DANTROLENE,,,,,,,,,642,6,801.31,801.31,0,,
FL,,115,4433,1,20104,DANTROLENE,,,,,,,,,360,3,554.4,554.4,0,,
FL,,115,5211,16,20104,COLESTIPOL,,,,,,,,,2576,29,1330.5,1330.5,0,,
FL,,115,5212,18,20104,COLESTIPOL,,,,,,,,,735,12,1265.24,1265.24,0,,
FL,,115,5213,2,20104,COLESTIPOL,,,,,,,,,300,3,353.94,353.94,0,,
FL,,115,5311,1,20104,NADOLOL-BE,,,,,,,,,90,3,179.01,179.01,0,,
FL,,115,5445,13,20104,BUPROPION ,,,,,,,,,9214,198,11892.84,11892.84,0,,
FL,,115,5511,10,20104,FENOFIBRAT,,,,,,,,,15,4,24.66,24.66,0,,
FL,,115,5522,10,20104,FENOFIBRAT,,,,,,,,,90,3,181.82,181.82,0,,
FL,,115,5911,1,20104,PILOCARPIN,,,,,,,,,720,6,902.6,529.25,373.35,,
FL,,115,5922,1,20104,PILOCARPIN,,,,,,,,,210,3,133.06,133.06,0,,
FL,,115,6911,1,20104,DIVALPROEX,,,,,,,,,2677,46,1342.38,1341.53,0.85,,
FL,,115,6922,1,20104,DIVALPROEX,,,,,,,,,90,2,67.2,67.2,0,,
FL,,115,6922,2,20104,DIVALPROEX,,,,,,,,,3852,70,2319.89,2319.89,0,,
FL,,115,7010,9,20104,CHLOROQUIN,,,,,,,,,48,7,158.63,158.63,0,,
FL,,115,7017,1,20104,MINOCYCLIN,,,,,,,,,94,3,31.1,31.1,0,,
FL,,115,7018,6,20104,MINOCYCLIN,,,,,,,,,884,26,406.3,406.3,0,,
FL,,115,7018,13,20104,MINOCYCLIN,,,,,,,,,1398,35,673,644.95,28.05,,
FL,,115,7033,1,20104,FLUDROCORT,,,,,,,,,6732,164,4386.95,4359.07,27.88,,
FL,,115,7033,2,20104,FLUDROCORT,,,,,,,,,3160,86,2107.88,2107.88,0,,
FL,,115,8211,1,20104,TAMSULOSIN,,,,,,,,,5788,184,2778.63,2732.53,46.1,,
FL,,115,9511,1,20104,BETHANECHO,,,,,,,,,135,1,26.57,26.57,0,,
FL,,115,9533,1,20104,BETHANECHO,,,,,,,,,810,11,291.72,275.5,16.22,,
FL,,115,9544,1,20104,BETHANECHO,,,,,,,,,120,1,67.98,67.98,0,,
FL,,115,9811,1,20104,DIGOXIN   ,,,,,,,,,636,21,158.7,158.7,0,,
FL,,115,9811,3,20104,DIGOXIN   ,,,,,,,,,1407,47,349.31,349.31,0,,
FL,,115,9822,1,20104,DIGOXIN   ,,,,,,,,,801,24,169.87,169.87,0,,
FL,,115,9822,3,20104,DIGOXIN   ,,,,,,,,,1290,32,278.89,278.89,0,,
FL,,116,2001,16,20104,CHLORHEXID,,,,,,,,,944388.17,1869,12809.56,12800.77,8.79,,
FL,,121,466,16,20104,POTASSIUM ,,,,,,,,,21023,46,336.91,336.91,0,,
FL,,121,489,5,20104,DIPHENHYDR,,,,,,,,,7328,240,32570.01,32565.01,5,,
