State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,72,5760,8,20064,LAC-HYDRIN,,,,,,,,,1144,5,66.26,0,0,
FL,,72,6103,45,20064,DESQUAM-E ,,,,,,,,,42.5,1,13.14,0,0,
FL,,72,6621,1,20064,DESQUAM-X ,,,,,,,,,42.5,1,13.14,0,0,
FL,,72,6721,1,20064,DESQUAM-X ,,,,,,,,,170,3,37.77,0,0,
FL,,72,6721,3,20064,DESQUAM-X ,,,,,,,,,85,1,16.77,0,0,
FL,,72,6905,5,20064,DESQUAM-X ,,,,,,,,,280,2,33.32,0,0,
FL,,72,7000,5,20064,DESQUAM-X ,,,,,,,,,420,3,53.31,0,0,
FL,,72,8100,45,20064,WESTCORT 0,,,,,,,,,60,2,25.67,0,0,
FL,,72,8100,60,20064,WESTCORT 0,,,,,,,,,180,3,64.32,0,0,
FL,,72,8200,30,20064,EXELDERM 1,,,,,,,,,30,1,0.21,0,0,
FL,,74,1130,2,20064,SODIUM CHL,,,,,,,,,7300,20,183.4,0,0,
FL,,74,1141,1,20064,SODIUM CHL,,,,,,,,,10720,29,287.05,0,0,
FL,,74,1151,70,20064,HEPARIN LO,,,,,,,,,30,1,3.72,0,0,
FL,,74,1152,70,20064,HEPARIN LO,,,,,,,,,140,3,19.21,0,0,
FL,,74,1152,78,20064,HEPARIN LO,,,,,,,,,30,1,1,0,0,
FL,,74,1178,1,20064,DEMEROL 50,,,,,,,,,3,2,9.95,0,0,
FL,,74,1178,30,20064,DEMEROL   ,,,,,,,,,11,2,19.9,19.9,0,
FL,,74,1203,1,20064,DEMEROL 50,,,,,,,,,13,9,49.62,0,0,
FL,,74,1207,3,20064,GENTAMICIN,,,,,,,,,1124,86,666.89,659.34,7.55,
FL,,74,1212,1,20064,NALOXONE 0,,,,,,,,,2,1,4.72,0,0,
FL,,74,1253,1,20064,DEMEROL 50,,,,,,,,,20,2,15.56,0,0,
FL,,74,1256,1,20064,DEMEROL 10,,,,,,,,,29,7,41.78,0,0,
FL,,74,1261,2,20064,MORPHINE 1,,,,,,,,,1,1,5.08,0,0,
FL,,74,1261,30,20064,MORPHINE 1,,,,,,,,,180,2,198.82,0,0,
FL,,74,1273,32,20064,DIAZEPAM 5,,,,,,,,,49,9,98.7,0,0,
FL,,74,1465,1,20064,NALBUPHINE,,,,,,,,,480,12,644.64,0,0,
FL,,74,1492,1,20064,SODIUM CHL,,,,,,,,,1400,2,18.72,0,0,
FL,,74,1499,1,20064,POTASSIUM ,,,,,,,,,6160,16,170.98,0,0,
FL,,74,1513,2,20064,POTASSIUM ,,,,,,,,,6500,13,190.84,0,0,
FL,,74,1583,2,20064,SODIUM CHL,,,,,,,,,5000,7,75.72,0,0,
FL,,74,1584,11,20064,SODIUM CHL,,,,,,,,,600,1,13.79,0,0,
FL,,74,1587,50,20064,MARCAINE 0,,,,,,,,,50,1,1.72,0,0,
FL,,74,1590,2,20064,STERILE WA,,,,,,,,,50,1,0.28,0,0,
FL,,74,1590,5,20064,STERILE WA,,,,,,,,,100,2,0.26,0,0,
FL,,74,1658,1,20064,ZEMPLAR 5 ,,,,,,,,,2636,112,65591.49,0,0,
FL,,74,1920,10,20064,TALWIN 30 ,,,,,,,,,1,1,0.12,0,0,
FL,,74,1940,63,20064,NORVIR 80 ,,,,,,,,,11225.5,66,68636.29,0,0,
FL,,74,1949,14,20064,VICODIN 5/,,,,,,,,,330,5,46.31,0,0,
FL,,74,1949,54,20064,VICODIN 5/,,,,,,,,,10,1,5.17,0,0,
FL,,74,1966,4,20064,BACTERIOST,,,,,,,,,60,2,11.04,0,0,
FL,,74,1966,7,20064,BACTERIOST,,,,,,,,,3120,16,89.19,0,0,
FL,,74,1973,14,20064,VICODIN ES,,,,,,,,,742,9,87.65,0,0,
FL,,74,1985,1,20064,LORAZEPAM ,,,,,,,,,11,1,10,0,0,
FL,,74,1985,11,20064,LORAZEPAM ,,,,,,,,,30,1,10,0,0,
FL,,74,1985,30,20064,LORAZEPAM ,,,,,,,,,2,1,8.86,0,0,
FL,,74,1985,31,20064,LORAZEPAM ,,,,,,,,,48,11,115.33,0,0,
FL,,74,2029,2,20064,MORPHINE 1,,,,,,,,,30,1,14.86,0,0,
FL,,74,2267,20,20064,LABETALOL ,,,,,,,,,4440,3,580.81,0,0,
FL,,74,2274,14,20064,VICODIN HP,,,,,,,,,300,4,105.72,0,0,
FL,,74,2277,14,20064,VICOPROFEN,,,,,,,,,1005,15,823.64,0,0,
FL,,74,2278,11,20064,MAVIK 1 MG,,,,,,,,,120,4,152.64,0,0,
FL,,74,2278,13,20064,MAVIK 1 MG,,,,,,,,,2523,84,3210.18,3210.18,0,
FL,,74,2279,11,20064,MAVIK 2 MG,,,,,,,,,350,12,415.13,0,0,
FL,,74,2279,13,20064,MAVIK 2 MG,,,,,,,,,6973,231,8797.13,0,0,
FL,,74,2280,13,20064,MAVIK 4 MG,,,,,,,,,11960,343,14820.28,14820.28,0,
FL,,74,2287,1,20064,KETOROLAC ,,,,,,,,,15,3,49.44,0,0,
FL,,74,2316,60,20064,SANTYL OIN,,,,,,,,,1020,31,1520.07,0,0,
FL,,74,2332,11,20064,DILAUDID 1,,,,,,,,,25,2,42.72,0,0,
FL,,74,2333,11,20064,DILAUDID 2,,,,,,,,,437,21,738.37,0,0,
FL,,74,2334,11,20064,DILAUDID 4,,,,,,,,,108,3,210.05,0,0,
FL,,74,2336,10,20064,DEFEROXAMI,,,,,,,,,4,4,68.52,0,0,
FL,,74,2337,25,20064,DEFEROXAMI,,,,,,,,,228,7,6747.42,6747.42,0,
FL,,74,2415,12,20064,DILAUDID 2,,,,,,,,,120,2,26.12,0,0,
FL,,74,2415,14,20064,DILAUDID 2,,,,,,,,,137,5,41.31,0,0,
FL,,74,2416,12,20064,DILAUDID 4,,,,,,,,,120,1,32.45,0,0,
FL,,74,2416,14,20064,DILAUDID 4,,,,,,,,,4909,27,1268.8,0,0,
FL,,74,2426,14,20064,DILAUDID 8,,,,,,,,,1770,7,1751.47,0,0,
FL,,74,2452,2,20064,DILAUDID-5,,,,,,,,,2942,12,548.27,0,0,
FL,,74,2453,27,20064,DILAUDID-H,,,,,,,,,50,1,103.47,0,0,
FL,,74,2453,51,20064,DILAUDID-H,,,,,,,,,1200,10,3125.55,0,0,
FL,,74,2586,60,20064,BIAXIN 500,,,,,,,,,104,6,238.86,0,0,
FL,,74,2589,13,20064,ERYTHROMYC,,,,,,,,,10426,355,3645.56,3639.15,6.41,
FL,,74,2660,4,20064,SELSUN RX ,,,,,,,,,360,3,39.69,0,0,
FL,,74,3163,13,20064,BIAXIN 125,,,,,,,,,500,4,168.47,0,0,
FL,,74,3165,11,20064,BIAXIN XL ,,,,,,,,,178,12,935.52,0,0,
FL,,74,3165,14,20064,BIAXIN XL ,,,,,,,,,577,35,2840.59,0,0,
FL,,74,3165,41,20064,BIAXIN XL ,,,,,,,,,3236,194,15445.21,0,0,
FL,,74,3165,60,20064,BIAXIN XL ,,,,,,,,,21385,1047,104892.48,102600.36,2292.12,
FL,,74,3188,13,20064,BIAXIN 250,,,,,,,,,900,7,366.46,0,0,
FL,,74,3188,50,20064,BIAXIN 250,,,,,,,,,250,1,145.86,0,0,
FL,,74,3210,32,20064,DIAZEPAM 5,,,,,,,,,32,2,31.37,0,0,
FL,,74,3213,2,20064,DIAZEPAM 5,,,,,,,,,62,5,32.25,0,0,
FL,,74,3287,13,20064,TARKA 2/18,,,,,,,,,6039,197,13393.43,13158.13,235.3,
FL,,74,3288,13,20064,TARKA 1/24,,,,,,,,,180,6,400.14,0,0,
FL,,74,3289,13,20064,TARKA 2/24,,,,,,,,,8389,261,18547.1,18304.37,242.73,
FL,,74,3290,13,20064,TARKA 4/24,,,,,,,,,15355,470,33888.5,32757.26,1131.24,
FL,,74,3307,3,20064,ACETYLCYST,,,,,,,,,120,1,15.21,0,0,
FL,,74,3308,3,20064,ACETYLCYST,,,,,,,,,60,2,9.78,0,0,
FL,,74,3368,60,20064,BIAXIN 250,,,,,,,,,60,2,97.01,0,0,
FL,,74,3414,1,20064,METOCLOPRA,,,,,,,,,30,1,13.32,0,0,
FL,,74,3578,1,20064,TOBRAMYCIN,,,,,,,,,92,2,250.72,0,0,
FL,,74,3611,1,20064,K-LOR 20 M,,,,,,,,,60,1,11.5,0,0,
FL,,74,3727,13,20064,SYNTHROID ,,,,,,,,,11765,397,7990.35,7874.32,116.03,
FL,,74,3747,16,20064,ERYTHROMYC,,,,,,,,,158161.5,949,10010.66,0,0,
FL,,74,3748,16,20064,ERYTHROMYC,,,,,,,,,48426.382,406,5147.37,4988.68,158.69,
FL,,74,3769,10,20064,OMNICEF 30,,,,,,,,,10,1,39.09,0,0,
FL,,74,3769,30,20064,OMNICEF 30,,,,,,,,,1938,113,9088.44,0,0,
FL,,74,3769,60,20064,OMNICEF   ,,,,,,,,,81324,4440,391251.71,380806.71,10445,
FL,,74,3771,13,20064,OMNICEF   ,,,,,,,,,504370,4860,385356.75,381518.89,3837.86,
FL,,74,3771,60,20064,OMNICEF   ,,,,,,,,,488310,7711,404626.53,401221,3405.53,
FL,,74,3781,1,20064,COLCHICINE,,,,,,,,,221,5,36.8,36.8,0,
FL,,74,3795,1,20064,KETOROLAC ,,,,,,,,,22,5,50.2,0,0,
FL,,74,3796,1,20064,KETOROLAC ,,,,,,,,,55,10,90.99,0,0,
FL,,74,3799,2,20064,HUMIRA 40 ,,,,,,,,,925.6,415,617468.59,607717.97,9750.62,
FL,,74,3826,11,20064,DEPAKOTE E,,,,,,,,,2710,44,3838.99,0,0,
FL,,74,3826,13,20064,DEPAKOTE E,,,,,,,,,124809,1895,166013.11,157545.18,8467.93,
FL,,74,3956,46,20064,KALETRA 10,,,,,,,,,95789,465,210706.91,210411.92,294.99,
FL,,74,3959,77,20064,KALETRA 33,,,,,,,,,12474,81,29551.72,0,0,
FL,,74,4013,90,20064,TRICOR 160,,,,,,,,,335,11,635.3,0,0,
FL,,74,4027,2,20064,WATER FOR ,,,,,,,,,100,1,11.65,0,0,
FL,,74,4044,2,20064,WATER FOR ,,,,,,,,,1290,2,100.14,0,0,
FL,,74,4050,1,20064,CLINDAMYCI,,,,,,,,,22,9,54.92,0,0,
FL,,74,4051,1,20064,CLINDAMYCI,,,,,,,,,2623.26,44,448.36,382.14,66.22,
FL,,74,4052,1,20064,CLINDAMYCI,,,,,,,,,126,17,45.82,0,0,
FL,,74,4197,1,20064,CLINDAMYCI,,,,,,,,,545,5,367.5,0,0,
FL,,74,4276,1,20064,LIDOCAINE ,,,,,,,,,891.72,36,110.15,0,0,
FL,,74,4276,2,20064,LIDOCAINE ,,,,,,,,,560,14,48.76,0,0,
FL,,74,4277,1,20064,LIDOCAINE ,,,,,,,,,60,3,13.05,0,0,
FL,,74,4277,2,20064,LIDOCAINE ,,,,,,,,,250,2,7.08,0,0,
FL,,74,4279,2,20064,LIDOCAINE ,,,,,,,,,590,6,30.6,0,0,
FL,,74,4282,1,20064,LIDOCAINE ,,,,,,,,,6,1,5.3,0,0,
FL,,74,4314,30,20064,ZEMPLAR 2 ,,,,,,,,,120,5,1467.04,0,0,
FL,,74,4317,30,20064,ZEMPLAR 1 ,,,,,,,,,207,8,1127.09,0,0,
FL,,74,4332,1,20064,VANCOMYCIN,,,,,,,,,70,29,257.24,0,0,
FL,,74,4332,49,20064,VANCOMYCIN,,,,,,,,,14,1,50.87,0,0,
FL,,74,4339,2,20064,HUMIRA 40 ,,,,,,,,,6,3,4005.48,0,0,
FL,,74,4341,13,20064,SYNTHROID ,,,,,,,,,56493,1874,26301.71,26219.66,82.05,
FL,,74,4341,19,20064,SYNTHROID ,,,,,,,,,12329,420,4999.46,4654.95,344.51,
FL,,74,4390,13,20064,TRANXENE T,,,,,,,,,270,6,305.85,0,0,
FL,,74,4452,1,20064,ACYCLOVIR ,,,,,,,,,10,1,281.51,0,0,
FL,,74,4552,11,20064,SYNTHROID ,,,,,,,,,2400,84,1045.71,916.45,129.26,
FL,,74,4552,13,20064,SYNTHROID ,,,,,,,,,86432,2874,43494.22,42774.97,719.25,
FL,,74,4552,19,20064,SYNTHROID ,,,,,,,,,19807,668,8935.77,8597.41,338.36,
FL,,74,4637,1,20064,ZEMPLAR 2 ,,,,,,,,,299,16,3022.52,0,0,
FL,,74,4713,2,20064,LIDOCAINE ,,,,,,,,,35,4,13.21,0,0,
FL,,74,4713,32,20064,LIDOCAINE ,,,,,,,,,116,4,34.5,0,0,
FL,,74,4732,3,20064,CEFAZOLIN ,,,,,,,,,25,4,64.75,0,0,
FL,,74,4887,10,20064,WATER FOR ,,,,,,,,,27607.481,88,1260.18,0,0,
FL,,74,4887,12,20064,WATER FOR ,,,,,,,,,1460,3,71.82,0,0,
FL,,74,4887,20,20064,WATER FOR ,,,,,,,,,3780,32,175.73,0,0,
FL,,74,4887,99,20064,WATER FOR ,,,,,,,,,2816.47,10,81.62,0,0,
FL,,74,4888,10,20064,SODIUM CHL,,,,,,,,,310,5,26.95,0,0,
FL,,74,4888,12,20064,SODIUM CHL,,,,,,,,,1180,9,78.71,0,0,
FL,,74,4888,20,20064,SODIUM CHL,,,,,,,,,1740,4,56.3,0,0,
FL,,74,4888,99,20064,SODIUM CHL,,,,,,,,,2800,3,47.34,0,0,
FL,,74,4900,18,20064,SODIUM BIC,,,,,,,,,120,3,9.6,0,0,
FL,,74,4900,34,20064,SODIUM BIC,,,,,,,,,490,5,23.43,0,0,
FL,,74,4902,34,20064,DEXTROSE 5,,,,,,,,,200,4,32.8,0,0,
FL,,74,4910,23,20064,ATROPINE 0,,,,,,,,,20,4,31.88,0,0,
FL,,74,5082,16,20064,TAZICEF 1 ,,,,,,,,,103,14,702.53,0,0,
FL,,74,5084,11,20064,TAZICEF 2 ,,,,,,,,,2,2,42.72,0,0,
FL,,74,5086,11,20064,TAZICEF 6 ,,,,,,,,,21,4,1103.88,0,0,
FL,,74,5182,11,20064,SYNTHROID ,,,,,,,,,2002,69,913.73,769.18,144.55,
FL,,74,5182,13,20064,SYNTHROID ,,,,,,,,,64632,2236,35761.06,35182.35,578.71,
FL,,74,5182,19,20064,SYNTHROID ,,,,,,,,,8765,308,4202.17,3887.96,314.21,
FL,,74,5534,23,20064,SODIUM BIC,,,,,,,,,33,1,17.38,0,0,
FL,,74,5682,16,20064,DEPAKENE 2,,,,,,,,,12855,20,5261.51,3652.36,1609.15,
FL,,74,5729,13,20064,E.E.S. 400,,,,,,,,,1187,36,387.64,0,0,
FL,,74,6089,13,20064,CEFOL FILM,,,,,,,,,121,4,58.01,0,0,
FL,,74,6101,4,20064,FUROSEMIDE,,,,,,,,,26,4,22.77,0,0,
FL,,74,6114,11,20064,DEPAKOTE 1,,,,,,,,,34539.25,183,23449.46,18968.34,4481.12,
FL,,74,6114,13,20064,DEPAKOTE S,,,,,,,,,419449,2292,268784.17,243830.65,24953.52,
FL,,74,6122,90,20064,TRICOR 48 ,,,,,,,,,33827,1083,40485.41,39847.13,638.28,
FL,,74,6123,90,20064,TRICOR    ,,,,,,,,,197171,6569,655846.76,642447.6,13399.16,
FL,,74,6138,3,20064,SODIUM CHL,,,,,,,,,26500,6,106.54,0,0,
FL,,74,6138,22,20064,SODIUM CHL,,,,,,,,,84,1,4.85,0,0,
FL,,74,6139,2,20064,STERILE WA,,,,,,,,,7500,1,10.15,0,0,
FL,,74,6139,3,20064,STERILE WA,,,,,,,,,11813.9,27,50.81,50.81,0,
FL,,74,6139,22,20064,STERILE WA,,,,,,,,,2250,3,18.78,0,0,
FL,,74,6143,2,20064,ACETIC ACI,,,,,,,,,500,2,11.66,0,0,
FL,,74,6143,9,20064,ACETIC ACI,,,,,,,,,17000,9,30.77,0,0,
FL,,74,6143,22,20064,ACETIC ACI,,,,,,,,,1000,2,6,0,0,
FL,,74,6151,13,20064,OMNICEF   ,,,,,,,,,535450,5204,777987.44,760477.76,17509.68,
FL,,74,6151,60,20064,OMNICEF   ,,,,,,,,,730320,11603,1133879.5,1117085.91,16793.59,
FL,,74,6212,11,20064,DEPAKOTE 1,,,,,,,,,1788,19,985.46,0,0,
FL,,74,6212,13,20064,DEPAKOTE  ,,,,,,,,,60660,655,42269.83,38783.97,3485.86,
FL,,74,6214,11,20064,DEPAKOTE 2,,,,,,,,,13502,141,18396.05,14041.17,4354.88,
FL,,74,6214,13,20064,DEPAKOTE  ,,,,,,,,,269343,3236,354337.75,342793.47,11544.28,
FL,,74,6214,53,20064,DEPAKOTE  ,,,,,,,,,77246,1004,101971.05,96167.65,5803.4,
FL,,74,6215,11,20064,DEPAKOTE 5,,,,,,,,,15973,196,40217.27,39176.82,1040.45,
FL,,74,6215,13,20064,DEPAKOTE  ,,,,,,,,,371534,4869,887289.66,858872.19,28417.47,
FL,,74,6215,53,20064,DEPAKOTE  ,,,,,,,,,192164,2517,459525.18,452287.61,7237.57,
FL,,74,6227,13,20064,ERYTHROMYC,,,,,,,,,6175,243,2458.42,2440.65,17.77,
FL,,74,6301,13,20064,ERYTHROMYC,,,,,,,,,7829,152,2009.21,1967.91,41.3,
FL,,74,6302,13,20064,ERYPED 200,,,,,,,,,1700,15,130.6,0,0,
FL,,74,6302,53,20064,ERYPED 200,,,,,,,,,2500,13,153.74,0,0,
FL,,74,6304,13,20064,ERY-TAB 25,,,,,,,,,3298,79,1043.69,0,0,
FL,,74,6304,53,20064,ERY-TAB 25,,,,,,,,,81,3,29.88,0,0,
FL,,74,6305,13,20064,ERYPED 400,,,,,,,,,400,3,60.41,0,0,
FL,,74,6306,13,20064,E.E.S. 200,,,,,,,,,560,4,40.66,0,0,
FL,,74,6306,16,20064,E.E.S. 200,,,,,,,,,3455,21,221.51,0,0,
FL,,74,6316,13,20064,ERYTHROCIN,,,,,,,,,10628,416,4224.7,4196.06,28.64,
FL,,74,6320,13,20064,ERY-TAB 33,,,,,,,,,15495,498,7236.87,7077.19,159.68,
FL,,74,6320,53,20064,ERY-TAB 33,,,,,,,,,342,11,153.36,0,0,
FL,,74,6321,13,20064,ERY-TAB 50,,,,,,,,,2221,90,1167.96,0,0,
FL,,74,6326,13,20064,ERYTHROMYC,,,,,,,,,3819,88,870.12,0,0,
FL,,74,6326,53,20064,ERYTHROMYC,,,,,,,,,30,1,7.97,0,0,
FL,,74,6346,20,20064,ERYTHROCIN,,,,,,,,,6699,168,1499.25,0,0,
FL,,74,6346,53,20064,ERYTHROCIN,,,,,,,,,198,6,45.97,0,0,
FL,,74,6369,2,20064,E.E.S. 200,,,,,,,,,1300,9,83.56,0,0,
FL,,74,6369,10,20064,E.E.S. 200,,,,,,,,,400,2,24.26,0,0,
FL,,74,6373,13,20064,E.E.S. 400,,,,,,,,,400,3,43.1,0,0,
FL,,74,6373,16,20064,E.E.S. 400,,,,,,,,,1880,11,180.98,0,0,
FL,,74,6463,32,20064,GENGRAF 25,,,,,,,,,6342,47,6110.41,0,0,
FL,,74,6479,32,20064,GENGRAF 10,,,,,,,,,2910,44,8735.01,0,0,
FL,,74,6509,1,20064,VANCOMYCIN,,,,,,,,,126.75,19,929.53,0,0,
FL,,74,6533,1,20064,VANCOMYCIN,,,,,,,,,297,43,2003.51,0,0,
FL,,74,6533,49,20064,VANCOMYCIN,,,,,,,,,16,2,93.26,0,0,
FL,,74,6594,13,20064,SYNTHROID ,,,,,,,,,27286,923,15344.82,14985.65,359.17,
FL,,74,6594,19,20064,SYNTHROID ,,,,,,,,,2959,99,1231.05,0,0,
FL,,74,6624,11,20064,SYNTHROID ,,,,,,,,,1837,68,636.91,0,0,
FL,,74,6624,13,20064,SYNTHROID ,,,,,,,,,72411,2377,40253.88,39827.05,426.83,
FL,,74,6624,19,20064,SYNTHROID ,,,,,,,,,17453,592,8734.86,8176.86,558,
FL,,74,6625,2,20064,SODIUM BIC,,,,,,,,,17974.544,42,119.75,0,0,
FL,,74,6633,22,20064,NORVIR 100,,,,,,,,,17373,403,158665.72,149546.48,9119.24,
FL,,74,6633,30,20064,NORVIR    ,,,,,,,,,158525,3639,1438404.16,1421981.49,16422.67,
FL,,74,6637,34,20064,SODIUM BIC,,,,,,,,,3930,32,218.93,0,0,
FL,,74,6651,6,20064,POTASSIUM ,,,,,,,,,120,2,8.09,0,0,
FL,,74,6653,5,20064,POTASSIUM ,,,,,,,,,3369.248,24,178.38,0,0,
FL,,74,6776,1,20064,LORAZEPAM ,,,,,,,,,10,1,27.39,0,0,
FL,,74,6778,1,20064,LORAZEPAM ,,,,,,,,,195,54,843.6,0,0,
FL,,74,6778,2,20064,LORAZEPAM ,,,,,,,,,889,206,1942.5,1884.75,57.75,
FL,,74,6778,62,20064,LORAZEPAM ,,,,,,,,,13,4,21.92,0,0,
FL,,74,6780,1,20064,LORAZEPAM ,,,,,,,,,24,4,71.81,0,0,
FL,,74,6799,22,20064,KALETRA 50,,,,,,,,,494612,4083,2885102.25,2864806.97,20295.28,
FL,,74,7068,11,20064,SYNTHROID ,,,,,,,,,402,16,185.34,0,0,
FL,,74,7068,13,20064,SYNTHROID ,,,,,,,,,48671,1631,30958.9,30744.55,214.35,
FL,,74,7068,19,20064,SYNTHROID ,,,,,,,,,5680,196,3167.87,3038.16,129.71,
FL,,74,7069,11,20064,SYNTHROID ,,,,,,,,,328,13,151.48,0,0,
FL,,74,7069,13,20064,SYNTHROID ,,,,,,,,,35405,1174,22755.21,22469.56,285.65,
FL,,74,7069,19,20064,SYNTHROID ,,,,,,,,,5219,174,2658.13,0,0,
FL,,74,7070,13,20064,SYNTHROID ,,,,,,,,,20039,683,14899.66,14819.28,80.38,
FL,,74,7070,19,20064,SYNTHROID ,,,,,,,,,1273,45,761.37,0,0,
FL,,74,7100,23,20064,DEXTROSE 5,,,,,,,,,600,6,35.58,0,0,
FL,,74,7101,2,20064,SODIUM CHL,,,,,,,,,16250,11,183.11,0,0,
FL,,74,7101,23,20064,SODIUM CHL,,,,,,,,,900,1,23.74,0,0,
FL,,74,7101,67,20064,SODIUM CHL,,,,,,,,,14450,10,291.33,0,0,
FL,,74,7122,7,20064,AMINOSYN I,,,,,,,,,25383,8,798.17,0,0,
FL,,74,7125,30,20064,IBERET-FOL,,,,,,,,,30,1,8.96,0,0,
FL,,74,7126,11,20064,DEPAKOTE E,,,,,,,,,5529,88,13284.26,0,0,
FL,,74,7126,13,20064,DEPAKOTE E,,,,,,,,,406796,5821,931209.05,900150.67,31058.38,
FL,,74,7126,53,20064,DEPAKOTE E,,,,,,,,,44620,621,101375.41,99834.93,1540.48,
FL,,74,7138,9,20064,SODIUM CHL,,,,,,,,,64000,14,169.14,0,0,
FL,,74,7139,9,20064,STERILE WA,,,,,,,,,443000,23,962.19,0,0,
FL,,74,7148,11,20064,SYNTHROID ,,,,,,,,,923,33,625.9,0,0,
FL,,74,7148,13,20064,SYNTHROID ,,,,,,,,,25177,832,18722.03,18582.63,139.4,
FL,,74,7148,19,20064,SYNTHROID ,,,,,,,,,1839,61,1228.09,1174.51,53.58,
FL,,74,7149,13,20064,SYNTHROID ,,,,,,,,,3762,123,3532.03,3367.21,164.82,
FL,,74,7156,13,20064,ERYTHROMYC,,,,,,,,,9580,70,760.47,0,0,
FL,,74,7156,43,20064,ERYTHROMYC,,,,,,,,,5310,34,396.82,0,0,
FL,,74,7156,53,20064,ERYTHROMYC,,,,,,,,,7450,37,496.27,0,0,
FL,,74,7241,1,20064,EPINEPHRIN,,,,,,,,,19,16,54.6,0,0,
FL,,74,7269,50,20064,GENGRAF 10,,,,,,,,,900,18,4147.38,0,0,
FL,,74,7295,1,20064,POTASSIUM ,,,,,,,,,281,16,23.14,0,0,
FL,,74,7444,1,20064,CIMETIDINE,,,,,,,,,70,9,96.55,96.55,0,
FL,,74,7763,13,20064,POTASSIUM ,,,,,,,,,90,2,40.71,0,0,
FL,,74,7763,53,20064,POTASSIUM ,,,,,,,,,92,3,44,0,0,
FL,,74,7767,13,20064,POTASSIUM ,,,,,,,,,90,3,18.06,0,0,
FL,,74,7804,13,20064,K-TAB 10 M,,,,,,,,,435,9,114.85,0,0,
FL,,74,7804,19,20064,K-TAB 10 M,,,,,,,,,3629,79,1171.42,1036.78,134.64,
FL,,74,7811,24,20064,METRONIDAZ,,,,,,,,,21200,10,591.14,0,0,
FL,,74,7884,23,20064,GENTAMICIN,,,,,,,,,500,1,19.98,0,0,
FL,,74,7923,23,20064,DEXTROSE 5,,,,,,,,,500,5,15.25,0,0,
FL,,74,7923,37,20064,DEXTROSE 5,,,,,,,,,2800,2,37.86,0,0,
FL,,74,7926,9,20064,DEXTROSE 5,,,,,,,,,19000,7,55.9,0,0,
FL,,74,7941,9,20064,DEXTROSE 5,,,,,,,,,8000,2,15.5,0,0,
FL,,74,7953,9,20064,LACTATED R,,,,,,,,,2000,2,11.1,0,0,
FL,,74,7983,2,20064,SODIUM CHL,,,,,,,,,1000,1,9,0,0,
FL,,74,7983,3,20064,SODIUM CHL,,,,,,,,,15000,4,56.89,0,0,
FL,,74,7983,9,20064,SODIUM CHL,,,,,,,,,14900,5,41.95,0,0,
FL,,74,7983,61,20064,SODIUM CHL,,,,,,,,,1800,4,32.92,0,0,
FL,,74,7984,23,20064,SODIUM CHL,,,,,,,,,13900,10,282.84,0,0,
FL,,74,7984,36,20064,SODIUM CHL,,,,,,,,,150,1,9.89,0,0,
FL,,74,7984,37,20064,SODIUM CHL,,,,,,,,,38507,36,804.79,0,0,
FL,,74,7985,9,20064,SODIUM CHL,,,,,,,,,92000,8,144.8,0,0,
FL,,74,7990,9,20064,STERILE WA,,,,,,,,,40000,2,85.02,0,0,
FL,,74,9093,36,20064,FENTANYL 0,,,,,,,,,10,1,5.37,0,0,
FL,,74,9094,22,20064,FENTANYL 0,,,,,,,,,10,5,24.95,0,0,
FL,,74,9158,1,20064,VITAMIN K ,,,,,,,,,18,16,128.34,128.34,0,
FL,,74,9296,13,20064,SYNTHROID ,,,,,,,,,22092,719,13980.63,13757.73,222.9,
FL,,74,9296,19,20064,SYNTHROID ,,,,,,,,,2073,68,1158.36,1116.16,42.2,
FL,,74,9492,2,20064,NORVIR 100,,,,,,,,,270,6,449.1,0,0,
FL,,74,9789,3,20064,LIPOSYN II,,,,,,,,,4000,4,186.72,0,0,
FL,,74,9791,3,20064,LIPOSYN II,,,,,,,,,47500,21,1954.82,0,0,
FL,,75,16,0,20064,DDAVP 0.1 ,,,,,,,,,1936,44,5961.54,0,0,
FL,,75,26,0,20064,DDAVP     ,,,,,,,,,12221,206,52938.88,46744.39,6194.49,
FL,,75,60,37,20064,AZMACORT I,,,,,,,,,1300,62,5315.35,0,0,
FL,,75,620,40,20064,LOVENOX   ,,,,,,,,,11799,734,309727.98,297612.79,12115.19,
FL,,75,621,60,20064,LOVENOX   ,,,,,,,,,3659.001,181,143147.99,131573.35,11574.64,
FL,,75,622,80,20064,LOVENOX   ,,,,,,,,,3419,179,181312.72,171171.53,10141.19,
FL,,75,623,0,20064,LOVENOX 10,,,,,,,,,3246,174,211201.05,211201.05,0,
FL,,75,624,30,20064,LOVENOX   ,,,,,,,,,1216.1,315,79038.98,75166.72,3872.26,
FL,,75,626,3,20064,LOVENOX 30,,,,,,,,,195.654,71,37941.5,0,0,
FL,,75,640,5,20064,ONCASPAR 7,,,,,,,,,5,1,1506.73,0,0,
FL,,75,1506,16,20064,NASACORT A,,,,,,,,,132,8,384.53,0,0,
FL,,75,2450,1,20064,DDAVP 0.01,,,,,,,,,5,2,193.4,0,0,
FL,,75,2451,1,20064,DDAVP 4 MC,,,,,,,,,112,8,1543.52,0,0,
